id,sender_id,receiver_id,amount,start_time
7675,1267,4898,9999459,7684531
7676,2570,2537,9998652,7684609
7677,2714,3776,9998394,7686800
7678,2436,5756,10000327,7688046
7679,2539,2305,10001005,7688709
7680,3666,5733,10001537,7689340
7681,5350,5342,10000460,7690142
7682,3581,4115,9999256,7691019
7683,4658,2531,10000353,7691564
7684,5404,2858,10000471,7691684
7685,1883,2284,9999423,7691997
7686,4020,4149,10001247,7692719
7687,3111,1789,9998916,7694343
7688,619,3819,9998912,7697334
7689,5757,882,9999250,7698989
7690,2703,4695,9999207,7699821
7691,1564,4437,10001003,7702123
7692,3752,2836,10000999,7702521
7693,2583,1974,9998912,7703366
7694,4819,1705,9999273,7703998
7695,4100,2341,10001197,7704730
7696,1304,1331,10000465,7705487
7697,1093,1878,10001557,7706069
7698,3558,3343,10000235,7706530
7699,3101,5903,9999903,7708046
7700,4987,4106,10000937,7709120
7701,854,2102,10002722,7710463
7702,3249,3870,9998654,7710599
7703,735,5997,10000425,7715448
7704,1635,4062,10000803,7716583
7705,1596,1216,9999018,7716937
7706,4306,5216,9998862,7717509
7707,5889,2225,9998356,7720785
7708,2321,3673,10000894,7722403
7709,4361,1311,9999789,7723239
7710,3061,2612,9999724,7724439
7711,642,4956,9999178,7725609
7712,3801,1442,10002298,7725841
7713,210,3431,10000716,7726018
7714,5618,1554,10001018,7726493
7715,3677,5084,10000187,7727555
7716,5612,4689,10000175,7728997
7717,1284,632,10000581,7729048
7718,3984,2648,10000011,7729080
7719,3649,3021,9999137,7729530
7720,4773,1359,10000578,7730639
7721,3641,1280,10002067,7731305
7722,4595,475,10001630,7734796
7723,193,1771,9998314,7734892
7724,4790,95,10000412,7735137
7725,2718,762,10000337,7737047
7726,4084,1806,10000682,7738384
7727,2450,3438,9998784,7738967
7728,5159,3325,9998890,7740688
7729,179,4034,9999004,7742388
7730,5179,4255,10000098,7743163
7731,739,5518,9998699,7743678
7732,1447,3893,9998871,7745932
7733,1010,3703,10002316,7746348
7734,4182,2252,9999413,7747020
7735,1836,1607,9999368,7747608
7736,5011,17,9999974,7748143
7737,3141,2231,10000577,7748632
7738,2765,5994,10000580,7749199
7739,360,2365,10001559,7750209
7740,2385,3000,10000135,7750870
7741,5990,736,10001030,7751644
7742,4919,1251,9999639,7752608
7743,4330,5548,10001254,7753721
7744,1923,5609,10000441,7753940
7745,4424,4024,9999666,7754453
7746,330,1455,9998552,7754722
7747,731,810,9999586,7755031
7748,3139,3651,9999979,7756107
7749,5350,3982,10002017,7756207
7750,1392,5393,10000601,7760826
7751,4603,1824,9999491,7761003
7752,1236,823,9999736,7761113
7753,2203,4095,10000116,7763115
7754,728,5707,10000512,7763658
7755,2537,5185,9999179,7763831
7756,1068,1408,9999084,7764134
7757,2123,4484,9999550,7765526
7758,4104,4895,9999470,7765553
7759,3909,2764,9999845,7765559
7760,749,5215,10000804,7766070
7761,616,245,10001951,7767035
7762,2548,4063,10001557,7767111
7763,3224,5224,9999623,7767745
7764,4485,5201,9999090,7768363
7765,52,1796,10000600,7768665
7766,1077,4753,10000720,7769555
7767,2071,3565,9998522,7770855
7768,5506,1978,10000460,7771002
7769,5957,4126,10000591,7771099
7770,1157,1908,9999922,7771395
7771,5719,4004,10000967,7773181
7772,2442,3217,9999367,7774489
7773,2795,2362,10000512,7774727
7774,4931,3933,10001407,7777015
7775,154,645,9999881,7777776
7776,1743,91,10000240,7778514
7777,4406,2302,9998384,7778539
7778,1181,3309,9999981,7778607
7779,4066,4771,9999236,7779701
7780,2553,3044,10000243,7780577
7781,3483,5223,10000856,7783803
7782,1785,986,9999692,7785626
7783,4346,2223,9999310,7785971
7784,4886,5949,10000252,7786177
7785,92,121,9998927,7786768
7786,1839,4128,9999708,7786991
7787,4189,2020,10000240,7789067
7788,255,2824,9998455,7789101
7789,2253,1032,9999757,7789777
7790,3729,1461,9999217,7790167
7791,3237,2570,9998814,7791797
7792,2052,5594,10000232,7792116
7793,3915,5571,9999668,7792218
7794,3456,5215,10001149,7792430
7795,3285,3694,9998211,7792615
7796,1854,2029,10000663,7792949
7797,5600,62,9999875,7793780
7798,2540,2981,10000497,7793952
7799,5732,1071,10001057,7794290
7800,237,653,10000293,7794923
7801,237,1619,9999609,7795048
7802,5635,5450,10000225,7795865
7803,5801,517,9998757,7797705
7804,4105,1506,10000332,7799677
7805,5576,4878,10000895,7800493
7806,2473,1863,9999779,7801813
7807,2468,4638,9999737,7802683
7808,9,5660,9998828,7803550
7809,3510,1504,9999903,7806775
7810,5196,2870,10000180,7807023
7811,3214,4443,9998308,7809235
7812,4665,3393,10000431,7810804
7813,5145,378,10000906,7813910
7814,4201,5145,9999895,7814179
7815,569,392,9999411,7814796
7816,2359,4007,9998991,7814809
7817,482,530,10000663,7816193
7818,3345,2266,10000166,7818052
7819,2495,5073,9998747,7818590
7820,4438,3257,10001515,7821741
7821,5369,2914,10000542,7821937
7822,124,1255,10000163,7822022
7823,2429,3492,10000091,7822446
7824,3555,2558,10000939,7822909
7825,1446,1342,9998770,7822939
7826,3824,2781,9999933,7823752
7827,2259,5674,9999723,7824369
7828,2009,1895,10001247,7824885
7829,1985,4541,10000416,7825662
7830,4812,5210,9999389,7826219
7831,2395,2501,10000985,7827189
7832,151,4981,10000094,7827367
7833,4126,5669,10000411,7827528
7834,3359,3538,10001052,7828470
7835,1577,3476,9997822,7829683
7836,5677,3763,10001065,7829767
7837,2247,1363,9998051,7834732
7838,2719,5183,10001448,7834830
7839,2791,4141,10001312,7835273
7840,859,3987,9999448,7835575
7841,4342,3922,10001277,7837874
7842,3677,1215,9997773,7838412
7843,3935,1926,10000272,7839153
7844,5523,5037,10000366,7840009
7845,1516,5649,9998741,7840208
7846,5042,5675,10001319,7840602
7847,5905,5682,10000230,7842780
7848,4483,278,9999872,7843189
7849,3771,4834,10001775,7843727
7850,6,1060,10000299,7846416
7851,2844,1354,9999604,7847294
7852,3389,1870,10000997,7847677
7853,3259,3022,10001089,7848121
7854,3254,968,9999290,7848307
7855,5890,2478,10001572,7848486
7856,1012,287,9999861,7848573
7857,786,2751,9999959,7849031
7858,3252,530,9999117,7850501
7859,1361,1904,9999390,7850690
7860,1515,4812,10001904,7850715
7861,1640,3545,9998811,7850764
7862,3023,3611,9998693,7850768
7863,4714,5459,10001141,7854839
7864,4384,5986,10000398,7855874
7865,3626,842,9998882,7856097
7866,1799,2611,10000433,7858263
7867,2097,5858,9999804,7858918
7868,941,2347,9999694,7859248
7869,5134,233,9999570,7859886
7870,2039,3157,9998689,7861456
7871,4639,1611,10000084,7862476
7872,3818,229,10001167,7865081
7873,634,4720,10000899,7868056
7874,3349,467,10000109,7869959
7875,1944,5903,10001324,7871085
7876,1644,1708,10000989,7872269
7877,3662,1036,10000608,7872534
7878,4095,2449,9999341,7872664
7879,1795,1257,10000128,7873156
7880,1844,5673,9999489,7873583
7881,5180,5344,9998107,7873807
7882,506,2554,10001458,7874433
7883,1646,5828,9999400,7875249
7884,5300,3840,9999505,7875982
7885,3180,3504,9998356,7876560
7886,1157,2503,10000106,7877232
7887,3083,3651,10001109,7878601
7888,5201,1736,10001013,7879570
7889,5954,3242,9999455,7880205
7890,4252,1080,10000427,7882032
7891,4427,3206,10000376,7882653
7892,963,4382,9999782,7883522
7893,5504,4963,9998407,7884243
7894,1864,2181,9999554,7884488
7895,601,35,9999090,7888287
7896,5939,3311,9999723,7888555
7897,952,5308,10000265,7889113
7898,1580,1031,9999153,7890366
7899,3829,1696,10001492,7891086
7900,5591,1726,9999791,7891640
7901,2307,4061,9999988,7892070
7902,3543,1523,10001008,7893776
7903,1126,4917,9997173,7894435
7904,2693,2358,9998828,7895133
7905,1024,2570,9998916,7895515
7906,4930,2546,9999975,7895524
7907,5125,2971,9999792,7895743
7908,1882,1889,9997919,7897117
7909,5418,3428,10000495,7900024
7910,5641,3588,10001379,7902167
7911,3674,1734,9999651,7903956
7912,5909,999,9999699,7904431
7913,715,4778,9997963,7905222
7914,4173,3718,9997371,7905974
7915,48,1853,9999401,7906184
7916,77,1412,9999221,7909365
7917,3508,3715,9999522,7909822
7918,5917,270,10000868,7913675
7919,3375,1932,9998568,7914321
7920,1081,5522,10000532,7915861
7921,4101,3431,9998959,7916005
7922,570,3779,10001580,7916421
7923,2059,4280,9999951,7917771
7924,3478,3962,9999893,7917856
7925,1334,4343,10000534,7920709
7926,4752,1460,9999916,7922406
7927,1943,4906,10001074,7922727
7928,5401,5145,9999656,7922943
7929,3790,2738,10000248,7927529
7930,330,5752,9999489,7927710
7931,5665,4228,9999385,7928850
7932,3578,3776,10000965,7928925
7933,3858,3258,10001034,7929245
7934,5142,3586,9999659,7930839
7935,1837,1764,9998510,7932422
7936,4919,5101,10000080,7932711
7937,1815,1275,9998952,7933769
7938,565,196,10000679,7935266
7939,2259,1236,10000935,7936151
7940,561,1714,10001928,7936227
7941,2018,2262,9998733,7937041
7942,1852,4810,10001009,7937230
7943,3376,2576,9999601,7937882
7944,3540,65,10000494,7938399
7945,1276,5147,9999597,7938556
7946,461,358,10003082,7939554
7947,1302,1695,9998774,7939839
7948,2378,3364,10001129,7940092
7949,4166,2427,9999961,7940409
7950,859,2017,10000498,7943571
7951,3244,1576,9998323,7944575
7952,5464,1556,9999326,7948361
7953,4134,5464,10000418,7949068
7954,1542,5862,9998685,7950008
7955,406,5405,9999351,7950115
7956,5282,2488,9999481,7950983
7957,3667,1321,9999781,7951520
7958,3602,2811,10000102,7952012
7959,2545,4836,9998084,7952659
7960,5109,4303,10000663,7953195
7961,4551,2987,9999947,7953352
7962,4883,5453,10000483,7954916
7963,5203,203,10001079,7955048
7964,506,2864,10000203,7955474
7965,3076,4507,9998812,7955577
7966,1303,3037,10000126,7955693
7967,1593,3342,10002442,7955755
7968,2873,529,10000623,7957851
7969,2855,4907,9999550,7958089
7970,2628,1714,9999862,7958504
7971,1656,286,9999880,7958741
7972,3998,2114,9999053,7960854
7973,99,5221,10001034,7960869
7974,839,2606,10000862,7962939
7975,5141,5195,9999967,7963197
7976,3607,339,10000511,7965584
7977,3515,3813,9999921,7966011
7978,1026,4337,10000521,7966975
7979,4411,5008,10002773,7968018
7980,2241,3488,9996637,7968776
7981,2788,5745,9999623,7970509
7982,982,2059,9999672,7971167
7983,2961,1655,10001310,7974083
7984,5632,5233,10000154,7974493
7985,2339,3632,10001024,7974494
7986,5850,2634,9999914,7976594
7987,4759,2318,10000582,7976627
7988,155,4541,9998550,7977431
7989,3088,3753,10000026,7977521
7990,2959,5231,10002855,7977856
7991,2561,2335,9999911,7977932
7992,3483,5592,10000704,7978938
7993,545,719,10000884,7979276
7994,1917,4220,9999709,7981926
7995,4286,73,10001102,7983917
7996,2866,1344,10001434,7984344
7997,3535,5115,9999575,7985604
7998,5934,1421,9998368,7986004
7999,5500,4539,10000614,7986623
8000,493,994,9999970,7986663
8001,5526,1232,9999139,7992348
8002,317,5835,10001459,7993057
8003,3257,3631,9999191,7993563
8004,2048,2711,9999726,7993933
8005,1951,5244,9999367,7994043
8006,4137,4624,9999541,7994430
8007,88,4123,9999619,7995736
8008,2318,4731,9998862,7998203
8009,2475,4844,9999190,7999118
8010,4419,1943,10001489,8000334
8011,65,2186,10000299,8001393
8012,33,508,9999662,8001780
8013,1547,3617,10002250,8006616
8014,5280,5681,9999121,8007132
8015,1300,5067,9999344,8008403
8016,4729,3113,9999895,8009546
8017,493,4323,9998849,8009701
8018,1346,3671,9999233,8009914
8019,4249,1256,9999201,8010353
8020,360,5524,9999268,8010696
8021,859,5537,10000090,8010772
8022,15,2765,10000082,8010969
8023,3929,5702,10000636,8011602
8024,5564,1567,10000007,8012128
8025,744,4130,10000100,8012674
8026,3144,2965,10000364,8013034
8027,5512,1824,10000131,8013213
8028,193,3682,10000309,8013297
8029,890,1743,10001148,8013739
8030,4687,1068,9999622,8014185
8031,4963,5757,9999067,8015020
8032,5711,261,10000049,8015899
8033,1730,5917,10000263,8018937
8034,5046,2266,9999629,8018992
8035,1843,5207,10000933,8019222
8036,5890,2319,9998915,8020830
8037,442,558,9999560,8021075
8038,3800,1162,9999088,8023299
8039,4237,2873,9999349,8023301
8040,3156,2483,9999519,8024165
8041,2134,3782,10001439,8025321
8042,699,3219,10000644,8027402
8043,2168,4702,10000091,8027574
8044,4944,4979,9999720,8030275
8045,203,2795,9999566,8030461
8046,1773,4352,9999617,8030470
8047,5170,3396,9999618,8032337
8048,3074,3269,9999561,8032584
8049,4307,992,10000647,8035911
8050,5457,2971,10000131,8036586
8051,1916,5723,10000998,8036747
8052,298,5642,10000858,8037544
8053,5174,3491,10000098,8037801
8054,3082,2147,9998753,8039583
8055,1707,5340,10000987,8040056
8056,3294,3251,9998132,8040658
8057,4300,5747,10001183,8040692
8058,5777,4093,9998027,8042978
8059,3259,4637,10001332,8043377
8060,3154,4164,9999965,8044257
8061,4611,4115,10000054,8045708
8062,1146,1064,10000335,8045771
8063,3052,2888,10000104,8046391
8064,3820,1556,10000551,8047691
8065,3053,4252,9998515,8048524
8066,4171,5753,9999203,8048579
8067,2739,2362,10000318,8049692
8068,4700,4322,9999497,8050034
8069,5226,5891,9999446,8051077
8070,4600,270,9999315,8051270
8071,2378,4374,9998731,8051516
8072,5715,5211,10000958,8051909
8073,5855,4903,10001204,8052450
8074,4965,1362,10000009,8053321
8075,2477,5479,9998899,8054145
8076,2128,5298,9999699,8054306
8077,3554,6000,9998102,8054940
8078,4413,1728,10000435,8055060
8079,1243,12,9999789,8055323
8080,5431,5307,10000294,8056322
8081,781,757,9999399,8056807
8082,4716,2363,9999522,8059741
8083,2180,106,9999405,8062005
8084,2095,3210,9999343,8064382
8085,1237,5484,9999866,8067675
8086,1382,5269,10000293,8070474
8087,2788,697,10001153,8071077
8088,1657,421,9998401,8072631
8089,5874,2800,9999902,8074189
8090,21,3842,9998561,8074438
8091,1225,2853,10000388,8079366
8092,5476,5449,10001348,8080138
8093,4314,5664,10000517,8080155
8094,4481,1356,10001737,8082364
8095,680,5661,9999204,8082636
8096,5309,3089,9999691,8083460
8097,763,5067,9999119,8085687
8098,4195,3058,9999997,8088854
8099,303,361,9999811,8089751
8100,1262,2721,9999791,8090494
8101,4844,5778,9998812,8090582
8102,1409,1353,10000952,8092948
8103,5741,3828,9999900,8093140
8104,1063,4080,10000468,8093430
8105,5761,5644,9999563,8093704
8106,4516,945,10000422,8094082
8107,5670,1995,9999350,8094349
8108,866,1672,9999035,8094401
8109,3983,2363,10001472,8098375
8110,4949,3770,9999753,8099146
8111,2775,2257,9998832,8099492
8112,1181,3606,9999722,8099581
8113,4693,2772,9999663,8100149
8114,775,5030,10000838,8100156
8115,5881,1666,10000238,8104245
8116,5929,1269,10000228,8104371
8117,1146,1035,10002113,8104425
8118,489,1617,9999939,8105118
8119,63,4862,10002189,8109788
8120,1656,2940,9999760,8110280
8121,3250,3259,9999740,8110893
8122,3068,1230,10000747,8111940
8123,1345,1195,10000909,8112110
8124,2965,263,10000010,8112835
8125,4017,2432,9999988,8113818
8126,5044,5055,9999476,8113943
8127,831,1587,9999875,8115828
8128,582,3820,9999994,8117363
8129,1464,2268,10001395,8117379
8130,3794,1280,9999659,8119565
8131,2991,2835,9999124,8124574
8132,4559,1077,10000463,8125044
8133,5436,5688,10002160,8127190
8134,2710,3273,9998746,8129144
8135,798,2698,9999910,8129385
8136,2261,2539,10000622,8129563
8137,2002,2840,9999944,8130121
8138,1328,4985,9998448,8130821
8139,4517,3608,9999755,8131114
8140,4052,3783,10000437,8133286
8141,315,2753,10001284,8133522
8142,1259,5795,10000410,8137697
8143,32,3147,9998731,8142132
8144,2142,5657,9998697,8143344
8145,3044,44,10000536,8144864
8146,695,1092,9999754,8147243
8147,3339,2890,9998588,8147547
8148,114,3931,9999554,8148192
8149,4030,496,9998113,8149494
8150,3609,5790,10001394,8149867
8151,1669,5255,10000855,8150173
8152,765,2731,10000745,8150389
8153,2961,3208,9999764,8150645
8154,298,5832,9999748,8152942
8155,2456,918,10000534,8155654
8156,735,859,9999592,8155777
8157,1622,3988,9999083,8156313
8158,1507,3277,9999225,8156492
8159,2251,2274,10001167,8157805
8160,3807,694,9999283,8158471
8161,2482,5768,9998168,8159221
8162,5868,3794,10001583,8160378
8163,645,2449,9998634,8160721
8164,4300,3094,9999776,8160987
8165,734,5581,10001485,8163001
8166,1644,2353,10000017,8163181
8167,2597,2401,10001228,8164784
8168,3106,1262,10000779,8165288
8169,1170,3993,9999815,8166748
8170,2028,2063,9999505,8168495
8171,4509,2695,9999923,8168748
8172,156,4295,10000878,8169094
8173,4818,2705,10000718,8175539
8174,5720,676,9999964,8175580
8175,3932,4477,10001058,8176800
8176,1592,1198,10000069,8177274
8177,1481,2907,10000597,8177348
8178,4121,2674,10001295,8178200
8179,5088,465,10000716,8179360
8180,3664,804,9999471,8180125
8181,1857,2153,9999482,8180916
8182,5404,3373,10001160,8181172
8183,1764,390,9999266,8181716
8184,4381,3995,9999611,8181758
8185,4883,5575,9999931,8181933
8186,3179,3619,9999945,8182096
8187,1859,704,10003079,8182823
8188,1497,4567,10001549,8182833
8189,2909,4429,10001815,8184606
8190,3041,365,9999515,8188427
8191,1261,19,10000741,8189093
8192,144,1136,10000907,8189653
8193,1893,5197,10000496,8191683
8194,1567,5195,10000017,8192916
8195,1631,2883,10000109,8193098
8196,3785,1526,10002626,8193169
8197,2029,4433,10000773,8193626
8198,1177,1740,9999922,8194392
8199,1517,3428,10001579,8194873
8200,911,2552,9999797,8196460
8201,3380,137,9998651,8197259
8202,66,3960,9999730,8198286
8203,5768,5476,9998726,8200582
8204,2664,5807,10001520,8200609
8205,3572,2522,9999437,8200879
8206,5140,3851,9999501,8202613
8207,3380,4677,9999615,8204707
8208,664,707,9999996,8206522
8209,3661,5925,9999549,8206915
8210,3707,5085,10000069,8209693
8211,3,2652,10000823,8210232
8212,494,4697,9999345,8210551
8213,3873,571,9999865,8211666
8214,3482,2664,10001256,8212851
8215,1252,4386,10000652,8215008
8216,5383,2276,9998717,8215124
8217,5542,5193,10001244,8215362
8218,75,1758,9999086,8215490
8219,2555,5634,9999837,8217960
8220,5637,4177,10001583,8218631
8221,429,1573,10000739,8221204
8222,4951,3877,10000089,8221716
8223,2199,1350,10000132,8221883
8224,3442,3484,9999336,8222220
8225,1578,3514,9998208,8222898
8226,326,570,10000513,8222905
8227,2526,3759,9999695,8224816
8228,3585,787,9998998,8225504
8229,4528,2938,10000136,8226620
8230,1810,5994,9999138,8228577
8231,4152,2304,10001347,8228720
8232,1189,1300,9999397,8229419
8233,5511,1448,10000800,8230488
8234,4605,4536,10000102,8233585
8235,4593,4421,10000574,8234559
8236,5127,3721,10000568,8235065
8237,2600,998,10000255,8236873
8238,4224,5913,10000875,8238142
8239,754,196,9998710,8239012
8240,5594,4403,10000400,8239432
8241,1995,2265,10001135,8240952
8242,1168,1043,10000781,8242215
8243,5444,3401,9998792,8242354
8244,3553,293,9998051,8242743
8245,4453,4483,9998259,8243638
8246,252,5213,9998112,8244797
8247,5625,1127,9999898,8245928
8248,3784,2145,9999025,8246508
8249,2939,3972,9998906,8246899
8250,5206,2901,10000043,8248140
8251,5127,5241,10000231,8248724
8252,673,3477,9998335,8249077
8253,3287,245,9999557,8249809
8254,5848,5052,9998997,8249918
8255,4852,3172,9998993,8252399
8256,2700,1649,9999465,8256648
8257,4489,5247,9999040,8257073
8258,3014,1958,9999673,8258060
8259,4397,5845,9999269,8258206
8260,5343,1458,9999500,8258675
8261,3257,4842,9998300,8261273
8262,4070,4047,10000885,8261436
8263,4761,2817,9998550,8262285
8264,450,2511,9999488,8262789
8265,2598,2253,9999473,8262984
8266,3640,527,10000475,8263238
8267,2614,2918,9999384,8263351
8268,2709,2154,10001152,8263786
8269,559,2996,10000280,8266505
8270,4764,2450,9999935,8267170
8271,3181,5778,10000243,8267832
8272,3849,1758,10001430,8268353
8273,1446,1176,10001126,8270780
8274,407,3856,9999706,8271460
8275,4788,4050,10002032,8272063
8276,647,1778,10000433,8272389
8277,4968,3614,10001116,8273201
8278,4279,600,9999787,8274107
8279,1599,2980,10000041,8275142
8280,2467,100,9998954,8276004
8281,3119,3092,10001620,8276089
8282,561,2759,9999253,8276864
8283,5117,2305,10000151,8277343
8284,3526,215,10001122,8277801
8285,20,2303,9999667,8278319
8286,4580,2635,10000567,8282914
8287,5005,2957,9999768,8284766
8288,2354,2001,10000401,8284936
8289,3822,985,9999700,8285390
8290,2111,1553,9999126,8285463
8291,4660,872,9999436,8287397
8292,2392,1557,10001408,8287835
8293,3331,5814,9998869,8289521
8294,3293,1781,9998801,8290212
8295,5535,280,9999404,8296015
8296,3871,1332,9999874,8297023
8297,5448,2243,10000809,8299502
8298,4626,2772,9999601,8300849
8299,645,100,10000419,8302510
8300,2835,5855,9999375,8303051
8301,1897,462,9999605,8303766
8302,549,310,9999007,8305755
8303,4728,1944,9999786,8307416
8304,4235,4134,9999101,8309197
8305,1968,1761,10000038,8309816
8306,1268,4054,10000312,8310213
8307,1169,2206,9998981,8310258
8308,276,3311,9999414,8311313
8309,944,4406,9999692,8312747
8310,3757,301,9999288,8313072
8311,1673,1525,10000107,8313553
8312,2646,1955,10002140,8316915
8313,5674,2042,9998918,8317323
8314,768,1085,9999443,8317407
8315,2923,5024,9998300,8318836
8316,3682,3129,9999704,8320392
8317,5480,5728,9999190,8321682
8318,4499,4526,9998304,8325643
8319,129,307,9999746,8325717
8320,3034,4958,10000179,8326011
8321,3065,5953,9998400,8327698
8322,1655,4253,10001020,8328285
8323,2301,1696,9998544,8328897
8324,964,730,9999948,8329292
8325,2584,327,10002484,8329679
8326,379,5061,10000806,8330459
8327,1773,65,9998846,8331031
8328,4448,514,10000191,8331059
8329,223,3250,10000365,8332188
8330,5849,572,10000837,8333979
8331,5853,4214,9999475,8335198
8332,1816,1241,9999542,8335379
8333,301,2799,10000081,8337217
8334,1080,4981,9998569,8337482
8335,3586,2878,9999795,8339332
8336,457,1951,9999895,8339848
8337,3282,5834,9998716,8340948
8338,843,3164,9999347,8342827
8339,5963,3008,9999095,8342871
8340,3061,1139,10000617,8343535
8341,4805,3599,10000158,8344133
8342,3567,4015,10000610,8346562
8343,1666,472,9999647,8349025
8344,1574,4871,9999559,8350225
8345,2074,4983,9999096,8351853
8346,2564,2341,9999845,8354467
8347,3965,3254,9999950,8359191
8348,5522,2600,9997280,8359656
8349,142,3646,10000957,8362162
8350,2704,942,10000631,8362498
8351,5412,5082,9998537,8365703
8352,414,842,9999155,8366619
8353,4598,3696,10000951,8367945
8354,2356,1439,10000688,8368852
8355,764,4353,9999228,8370510
8356,2760,5032,10001762,8371243
8357,2140,5604,9999261,8371542
8358,3718,4297,9999981,8373864
8359,3971,2104,10001095,8374517
8360,4249,2450,9998970,8374868
8361,4988,1592,10000446,8374982
8362,1222,2472,9999795,8376095
8363,3595,400,9999803,8376225
8364,5698,5144,10000121,8378685
8365,4712,2812,9998979,8379730
8366,652,4512,9998898,8380230
8367,5716,1765,9999209,8380365
8368,112,3388,9998063,8380675
8369,3110,4186,10000556,8381820
8370,1712,5736,10001469,8381846
8371,1294,1754,9998833,8382088
8372,4388,4970,10000362,8384490
8373,5765,2293,10000482,8384633
8374,2077,4673,10000768,8385023
8375,5589,4129,9999464,8385218
8376,1969,1997,10000152,8385364
8377,5303,1194,9999953,8385384
8378,3440,1489,10001110,8386535
8379,3647,4142,9998980,8387367
8380,1065,1049,10000495,8388135
8381,3246,4216,9999002,8388663
8382,1169,2331,9999506,8389985
8383,3954,2127,9999470,8390284
8384,2903,3002,10000447,8390527
8385,1483,2781,9999345,8391284
8386,5741,3518,9998113,8391416
8387,4988,4872,10000797,8391430
8388,3692,380,9999339,8392768
8389,2680,5889,10000627,8392819
8390,4117,4233,10000561,8392964
8391,3941,4800,9999024,8393484
8392,4663,605,9999663,8393664
8393,1939,5555,10000424,8395200
8394,2436,3687,10000011,8395280
8395,4012,2750,9996880,8395780
8396,1188,5397,10000667,8399276
8397,1283,4785,10000191,8399642
8398,5762,2540,9998124,8399648
8399,3180,1749,9999526,8400612
8400,5450,5491,9998522,8402913
8401,3864,5149,10000530,8403268
8402,3106,2069,9998675,8406770
8403,4125,311,10000259,8407625
8404,5841,4910,9999730,8407927
8405,1314,4171,10001717,8409269
8406,2690,5192,10000203,8410309
8407,3308,1335,10000725,8410362
8408,900,136,10001175,8411868
8409,4532,2586,10000822,8412112
8410,1716,2048,10000149,8412460
8411,575,4151,10002193,8413499
8412,2339,2982,9999734,8413550
8413,5602,1879,10001342,8414648
8414,5583,4639,9999788,8414807
8415,5396,789,10000014,8414897
8416,1671,761,9997679,8415541
8417,2918,3494,9999130,8416225
8418,2274,4152,10001562,8417127
8419,2190,5239,9999691,8417502
8420,4796,2519,9999653,8420365
8421,1508,2865,9998718,8420706
8422,4555,4474,9999443,8421846
8423,4102,5613,10000357,8422609
8424,333,2839,10000599,8423199
8425,1975,1131,9999904,8424075
8426,5039,4798,10000201,8424210
8427,2313,4966,10001728,8424320
8428,3789,5757,10000036,8424324
8429,1956,3442,10000748,8425257
8430,5989,1729,9999685,8425846
8431,1444,4218,10002347,8427383
8432,1215,2892,10001556,8428155
8433,5623,3091,10001238,8429007
8434,1709,5854,9998667,8429859
8435,5418,5727,9999294,8431080
8436,2332,1836,10001578,8432068
8437,5153,369,10001775,8433244
8438,5832,2791,9999139,8433893
8439,18,5771,9999670,8433902
8440,3059,1659,9998924,8435571
8441,4831,4291,10000130,8435699
8442,5415,5310,10000489,8435916
8443,4230,3410,9999045,8437162
8444,3824,2813,10000934,8437500
8445,1836,2806,9999984,8437697
8446,4327,761,10002059,8437989
8447,3677,4866,10000053,8439460
8448,5809,4604,10000211,8440103
8449,2990,495,10000271,8441678
8450,126,5227,10000974,8442320
8451,1834,907,10001874,8442902
8452,2031,1834,9999107,8443828
8453,4926,5096,10001435,8443968
8454,431,4355,10001290,8445710
8455,652,198,10000268,8446695
8456,1819,1514,9998781,8446934
8457,3250,5291,10003000,8448212
8458,2767,4349,10000782,8448515
8459,2835,1748,10001860,8448548
8460,2747,2619,9998874,8450028
8461,2298,5573,10000475,8451112
8462,4046,5978,9998765,8453125
8463,2147,687,10000270,8455960
8464,264,45,9999120,8456110
8465,5665,5061,10000952,8457615
8466,5562,3220,9999554,8458054
8467,2801,551,9999913,8458380
8468,2305,4072,10000672,8458618
8469,2458,5287,9998490,8459141
8470,5610,381,9998174,8459986
8471,4644,3736,9998986,8460762
8472,4643,2160,9999353,8462775
8473,3183,4620,10000477,8463792
8474,522,3497,10000141,8467310
8475,1218,5834,9997806,8468301
8476,3529,496,9999903,8468548
8477,5823,4281,9997037,8468844
8478,5814,476,10000873,8471385
8479,2868,1362,9998417,8472864
8480,1056,2055,10000793,8473108
8481,2057,1504,9999678,8474204
8482,3067,2222,9999400,8474515
8483,3930,1087,10001064,8478240
8484,4035,974,10001193,8480588
8485,4085,2139,9998725,8480823
8486,2158,189,9999848,8480950
8487,479,2620,10001007,8481150
8488,917,3350,9999496,8481185
8489,1227,3383,10000443,8482200
8490,2623,4137,9999884,8483694
8491,1643,5251,9998566,8483710
8492,4452,1458,10000411,8484563
8493,3613,3842,9999556,8484706
8494,3219,4679,10000249,8485211
8495,856,2096,10000046,8485265
8496,1395,2666,10001117,8488539
8497,1485,1108,9999910,8490768
8498,5254,2259,10000371,8491744
8499,5583,5851,10000737,8494913
8500,3223,3442,10000393,8495670
8501,3476,4560,9999883,8496376
8502,1069,2691,9999492,8496593
8503,1213,5175,9997953,8497899
8504,5845,4185,10000804,8498494
8505,2182,4415,10001605,8498832
8506,5614,4878,10001261,8499054
8507,1231,5347,10001002,8500092
8508,1462,4452,9998391,8504098
8509,1714,143,10001358,8504459
8510,4237,874,10000321,8504910
8511,3766,5058,10000600,8506565
